Geneid,orth_group,num,CaB41,CaB44,Ca30m1,Ca30m2,Ca1h1,Ca1h2,Ca1.5h1,Ca1.5h2,Ca2h1,Ca2h4,Ca3h1,Ca3h2,Ca4h1,Ca4h3,Ca6h1,Ca6h3,Ca8h1,Ca8h2
YKR057W,1859,2,13364,12328,6911,8373,9944,8481,11800,10523,14211,12030,3879,3547,2194,2214,1574,1705,2488,2380
CAGL0K08382g,1859,3,30741,25623,35916,37571,3896,4198,939,825,888,1046,2350,1535,4044,3746,7152,5154,5945,10475
KLLA0A05700g,1859,4,17609,19298,51281,47864,33609,28889,3053,3393,809,729,639,495,689,699,735,1265,937,1013
orf19.3325.3,1859,5,14230,13995,29235,31038,39443,31593,19924,14586,5616,3783,1155,1180,850,1029,838,826,1037,916
YBR079C,1861,1,9798,8564,5592,5286,9538,8560,8749,8219,7653,5341,3114,2704,2629,2432,2346,2846,3421,3161
CAGL0M01804g,1861,2,13142,11890,15738,15262,2965,3204,2579,2108,2876,2949,7822,3195,5442,5125,6686,5650,5613,8960
KLLA0C14498g,1861,3,10023,11370,23439,22863,9553,9149,2756,3193,2582,2417,2718,2416,2808,2853,2915,3806,2967,3337
orf19.6345,1861,4,4475,4784,14671,15019,9751,8992,4979,3645,2419,1952,3063,2620,2165,2453,2522,2503,2435,2589
YJL133W,1862,1,919,771,827,855,1022,974,969,868,1061,773,648,590,610,711,533,606,683,640
YKR052C,1862,2,423,404,1141,1283,643,629,572,537,789,498,620,594,640,499,537,615,615,501
CAGL0K08250g,1862,3,2328,1915,2820,2556,1183,1283,1086,933,1007,1143,1189,1113,1371,1338,1715,1422,1529,2186
CAGL0L05742g,1862,4,423,387,2094,1820,2469,2691,2441,1927,2562,2906,2858,2583,2872,2572,2745,2238,2284,3347
KLLA0E15445g,1862,5,1367,1362,1764,1531,1831,1854,1042,1178,1068,975,1185,1002,1134,1172,970,1595,1407,1367
YJL132W,1863,1,332,310,1061,1095,590,590,518,426,751,498,926,939,1025,853,1143,1085,1454,988
CAGL0L05720g,1863,2,233,233,399,308,3916,4660,6833,5639,6468,6959,7192,4745,5664,4919,5705,4618,5267,8077
KLLA0E15401g,1863,3,365,375,93,91,178,208,726,799,2292,2059,3058,2522,2399,2499,1843,2572,1979,2149
YJL131C,1864,1,437,437,1149,1106,733,679,601,467,840,605,967,991,977,810,1025,1093,1196,795
CAGL0L05698g,1864,2,658,529,680,781,1165,1270,978,843,804,909,1102,622,856,789,1039,736,903,1435
KLLA0E15379g,1864,3,176,175,509,471,262,211,159,186,255,209,276,240,288,275,271,368,306,295
orf19.6982,1864,4,316,318,468,465,446,376,326,226,252,228,252,261,186,189,213,207,190,201
YJL130C,1865,1,7894,6749,9660,10401,13218,11425,11320,10639,6049,4395,3369,2853,4846,4456,6288,6740,7221,7471
CAGL0L05676g,1865,2,3107,3015,8690,8195,4122,4912,4179,3111,3727,3898,6616,3889,4659,5034,6025,6664,6260,8494
KLLA0E15357g,1865,3,6372,6014,12990,10325,6022,6212,6001,6931,6091,6203,5167,4193,4494,4644,3897,5199,5424,5036
orf19.2360,1865,4,8801,10356,31065,31662,19085,18143,5985,4354,3673,3662,11178,8216,10163,9399,7715,8412,6723,9283
YJL129C,1866,1,2438,2226,1733,1773,2532,2290,2556,2287,2519,1782,2088,1903,2940,2681,3206,3362,3679,3470
YKR050W,1866,2,867,719,1109,1114,1208,1153,1157,1086,1472,1039,2087,2000,3099,2720,3998,4374,5026,4253
CAGL0L05654g,1866,3,1778,1678,2624,2473,1499,1791,1797,1402,1605,1697,2456,1521,1863,1721,2006,1690,1715,2584
KLLA0E15335g,1866,4,1059,1035,3463,2472,2292,2991,1932,2510,1632,2059,1566,1446,1516,1531,2031,2560,3751,2492
YJL128C,1867,1,1739,1666,2777,2768,2313,2269,2152,2060,2692,1862,2343,2181,2287,2041,1847,1999,2243,1969
CAGL0L05632g,1867,2,3270,3016,2551,2242,2722,3176,3665,2834,3258,3386,4145,2756,3265,3009,3474,3070,3151,4904
KLLA0E15313g,1867,3,3522,3706,3308,3009,4576,4718,3566,4270,3366,3196,3034,2506,2740,2757,2642,3857,3633,3229
orf19.7388,1867,4,3310,3434,4739,4917,4621,3993,4831,3777,4506,3627,3834,2996,2218,2636,2327,2087,1896,1969
YJL126W,1868,1,355,349,496,445,514,483,443,423,524,382,483,469,542,520,495,549,715,550
CAGL0L05588g,1868,2,597,556,501,554,193,227,250,224,481,488,1004,752,975,975,1213,1002,931,1578
KLLA0E15247g,1868,3,673,849,150,133,1146,995,1247,1444,1498,1350,1360,1033,1046,1112,754,1209,726,725
orf19.7279,1868,4,1583,1621,276,335,513,486,1018,783,1373,1138,2015,1513,1425,1621,1548,1629,1508,1304
YJL125C,1869,1,1168,1026,434,444,1264,1126,1469,1440,1076,788,440,388,551,530,552,670,914,813
CAGL0L05566g,1869,2,1060,785,2224,2156,149,157,161,116,222,251,660,328,666,552,849,605,642,1085
KLLA0E15225g,1869,3,800,845,4379,3957,314,265,234,284,690,678,1064,855,894,984,733,1069,782,795
orf19.7291,1869,4,555,600,2163,2234,1276,1039,606,510,478,428,1311,1081,1145,1374,1448,1470,1370,1343
YJL124C,1870,1,2981,2680,3304,3496,3285,3036,3287,2957,3733,3030,2885,2589,2505,2370,1729,1911,1845,1731
CAGL0L05544g,1870,2,2750,2420,2679,2795,1305,1427,1069,885,1185,1124,2513,1098,1746,1762,2261,1582,1576,3317
KLLA0E15159g,1870,3,1201,1433,2274,2231,1792,1647,1263,1243,1594,1405,1657,1417,1466,1450,1223,1947,1268,1294
orf19.7290,1870,4,1795,1719,2624,2825,2968,2485,2797,2248,3269,2317,2910,2619,2001,2634,2368,2362,2197,1870
YAL039C,1871,1,616,521,1592,1830,1155,1186,771,686,1194,1058,1755,1547,1760,1700,1517,1764,1860,1668
CAGL0M12012g,1871,2,1267,1141,1083,1162,2919,3281,1993,1683,1519,1544,1849,957,1102,1043,1022,827,813,1429
KLLA0C13123g,1871,3,1359,1682,4663,4422,1613,1526,1860,2067,3643,2824,4348,3821,4191,4403,4217,6613,5167,5576
orf19.1957,1871,4,441,484,1693,1698,1359,1232,876,809,859,656,1393,1048,1042,1206,1203,1058,1114,1047
YBR080C,1872,1,2726,2402,3828,4049,3470,3132,3022,2766,3704,2653,3592,3647,3561,3311,2691,2929,2811,2475
CAGL0M01782g,1872,2,4773,4236,3048,2859,4378,5239,5396,4445,5557,5767,8879,4722,5658,5155,5740,4753,4874,7722
CAGL0E04642g,1872,3,1766,1603,1347,1551,2400,2692,2861,2324,2798,2950,4960,2573,3232,2881,3544,2854,3129,4928
KLLA0C14520g,1872,4,3411,3952,1035,988,6719,6359,5100,5788,5369,4870,4955,4433,4027,4397,3478,4763,3428,3663
orf19.4993,1872,5,2727,2692,3017,3252,3950,3558,5037,4169,4413,3396,3629,2554,1993,2016,2187,2066,1711,1784
YJL123C,1873,1,3471,3204,5266,5383,5293,4733,4386,3878,5249,3731,5294,4884,5189,4494,5121,5622,5419,3732
CAGL0L05522g,1873,2,10206,8946,6719,6380,12283,13743,14084,11841,13126,13315,16240,8847,8840,8333,8870,6924,6774,10102
KLLA0E15115g,1873,3,2841,3335,3472,3088,3730,3561,3560,3940,5023,4383,5172,4416,4296,4356,3404,4997,3322,3528
orf19.1338,1873,4,2309,2340,1505,1657,2124,1961,3294,2598,3778,2639,3112,2483,1869,2014,2310,2269,2174,2171
YJL122W,1874,1,1408,1313,201,174,1412,1311,1539,1599,990,813,218,162,255,367,401,508,902,921
CAGL0L05500g,1874,2,1849,1540,3185,2880,116,135,158,133,314,343,901,676,1313,1187,2176,1817,1987,2873
KLLA0E15093g,1874,3,1299,1617,6260,5729,163,132,50,84,381,389,787,532,666,707,565,899,771,689
orf19.7107,1874,4,210,226,5003,4669,2618,1927,631,463,595,518,2585,2682,2612,3538,3074,2798,3050,2849
YJL121C,1875,1,2413,2127,1894,2287,2389,2488,2719,2869,3151,2470,2127,1805,2028,2012,1545,1796,1464,1447
CAGL0L05478g,1875,2,7385,6172,8601,8388,7993,8503,7439,6253,6189,6663,7704,4168,4668,4257,5141,3889,4183,7166
KLLA0E15071g,1875,3,1871,2207,1369,1383,2133,2132,2001,2347,2413,2400,2518,1733,2199,1994,1948,3379,3159,2590
orf19.7108,1875,4,4801,4786,7313,7285,5717,4802,6183,5167,9060,7007,11644,11036,9777,12140,12706,13024,11991,10689
YJL118W,1876,1,189,185,130,142,246,275,426,416,401,321,384,351,547,501,395,472,521,502
YJL117W,1877,1,2109,2056,2891,3005,4053,4016,5053,4903,7684,6027,5951,5750,6543,5802,5393,6318,6972,6413
CAGL0L05456g,1877,2,3971,3533,22922,22394,12724,13660,11694,9514,10723,10958,12711,8146,9819,9601,11909,9697,9755,16168
KLLA0E14983g,1877,3,4268,5572,10906,10851,10355,9349,5474,6185,5397,4402,4391,3732,4019,4198,4349,6707,4907,5197
orf19.2199,1877,4,694,748,4028,3955,8170,6502,5108,4217,3866,2847,2613,2221,1613,1817,1859,1507,1545,1510
YJL116C,1878,1,582,593,1109,1074,3389,3000,1791,1383,966,944,1435,1106,2034,1980,3846,3869,9332,7917
YKR042W,1878,2,24745,20880,18666,20688,34689,32424,26374,25750,28257,19756,18932,19065,21289,24251,13029,18296,10881,13776
CAGL0L03289g,1878,3,8530,8793,9681,9000,4889,5728,3290,2559,1677,1990,3515,2017,3072,2736,3638,3335,3157,5167
CAGL0L05434g,1878,4,4866,4557,9919,8188,10327,11253,25320,20748,30642,36276,36138,34265,48949,49648,71045,59806,58745,91356
KLLA0E14939g,1878,5,2611,2353,7671,7004,2136,2073,1036,1276,1600,1481,1809,1719,3597,3367,5008,7414,7929,8596
YJL115W,1879,1,1400,1350,1033,1240,2390,2246,2089,1833,2044,1466,1552,1502,1468,1620,1438,1626,1485,1071
CAGL0L05412g,1879,2,3090,2774,3088,3465,1531,1688,1102,847,1601,1575,3562,1701,1808,1868,2070,1740,1255,1433
KLLA0E14895g,1879,3,2663,3558,1551,1161,2878,2741,2338,2568,2410,2014,2544,2048,1972,1876,1543,1892,1260,1209
orf19.3715,1879,4,755,788,1068,1136,966,846,1426,932,1573,1342,1108,1163,784,1110,810,1226,817,650
YJL112W,1880,1,1335,1266,2098,2067,1909,1595,1948,1795,1783,1482,1675,1587,1773,1546,1594,1800,2055,1623
YKR036C,1880,2,1325,1140,945,1009,1620,1395,1499,1448,1379,1013,918,792,1028,981,975,1133,1380,1089
CAGL0G04345g,1880,3,930,809,1247,1185,2164,2458,2582,2124,2650,2727,3725,2083,2677,2522,2796,2181,2378,3388
CAGL0L03201g,1880,4,904,693,762,881,715,799,1076,926,1123,1199,2245,1012,1454,1288,1435,1116,1132,1840
KLLA0F21406g,1880,5,1077,1231,2364,2168,2243,2285,1407,1545,1390,1216,1280,1053,1125,1119,935,1368,1004,1053
YJL111W,1881,1,6728,6161,5834,6444,7385,6700,6597,6140,7196,5352,4544,4241,4248,4074,3215,3711,3987,3287
CAGL0G04367g,1881,2,7751,6684,6751,7166,3861,4648,3614,2963,3601,3640,6215,2863,3597,3410,3939,3045,3047,5014
KLLA0F21340g,1881,3,3627,4184,6175,5807,6773,6558,4031,4686,4260,3737,3647,3092,3056,3016,2719,4081,3224,3334
orf19.3206,1881,4,2698,2705,8581,8327,6766,5728,4671,3492,3819,2821,3116,2495,2045,2321,2341,2319,2274,2145
YJL110C,1882,1,944,932,1206,1183,1430,1384,1293,1244,1420,1094,1297,1238,1453,1357,1444,1652,2050,2032
YKR034W,1882,2,3,6,25,25,12,17,25,23,40,38,303,312,640,526,968,1015,1364,1233
CAGL0G04389g,1882,3,1026,956,1106,1091,440,535,306,222,280,289,517,391,465,434,498,373,348,533
CAGL0L03157g,1882,4,189,162,198,264,387,388,381,338,377,439,614,413,478,454,477,368,405,679
KLLA0F21296g,1882,5,2281,1940,2352,2069,2575,2376,1605,1936,1915,1702,2394,2036,2568,2371,2579,4081,3369,3791
orf19.2842,1882,6,1498,1548,3072,3011,1814,1671,917,640,758,660,1219,1105,1010,1191,1213,1183,1286,1495
YBR081C,1883,1,1845,1549,2008,2015,2102,1839,2061,1978,2245,1731,1727,1685,2041,1670,1900,2137,2220,1834
CAGL0M01738g,1883,2,2927,2567,2637,2497,2689,3226,2864,2192,2412,2350,3690,1960,2447,2021,2423,2076,2207,3375
KLLA0E12585g,1883,3,2036,2218,2259,2036,3116,2855,2202,2551,2356,2067,2100,1807,1663,1816,1609,2124,1429,1597
orf19.7572,1883,4,2509,2966,2260,2261,2501,2298,2949,2149,2052,2017,2401,1729,1354,1483,1299,1210,1120,1311
YJL109C,1884,1,3874,3286,759,750,4220,3517,3770,3778,2716,1842,775,653,1050,1076,1163,1335,1766,1662
CAGL0G04411g,1884,2,2430,2250,6779,7026,429,472,685,570,820,986,2712,1371,2710,2256,3239,2718,2986,4584
KLLA0F21208g,1884,3,2247,2335,12279,11379,298,317,291,356,1129,1077,1476,1235,1310,1398,1246,1507,1276,1395
orf19.7215,1884,4,895,964,10472,10199,4764,4143,1329,1056,1129,1037,4780,3666,3897,4117,3568,3720,3278,3392
YJL108C,1885,1,216,169,529,499,555,452,456,333,396,354,370,343,327,278,201,195,322,232
CAGL0G04433g,1885,2,1964,1780,8388,8641,5337,6230,7662,5787,7827,7779,13918,8173,10493,11254,14192,12425,11597,18896
KLLA0F02816g,1885,3,1471,1583,3112,1795,3939,4832,3777,3997,3152,2977,3644,2748,3233,3583,3070,3923,4555,3613
orf19.6527,1885,4,2066,2299,1032,930,884,706,1168,1012,1602,1386,2479,1965,1750,2176,1981,1760,1954,1924
YJL106W,1886,1,216,204,408,408,233,185,232,194,287,206,286,238,247,245,242,262,328,252
CAGL0G04455g,1886,2,39,38,46,30,92,104,147,146,187,192,206,133,179,125,186,166,228,309
KLLA0F02838g,1886,3,117,115,80,60,111,91,94,126,146,134,123,107,140,150,132,227,137,148
orf19.2395,1886,4,49,41,18,16,11,19,18,22,38,28,20,32,28,30,34,38,47,44
YJL105W,1887,1,356,283,434,376,420,402,512,485,474,354,372,351,440,418,366,387,472,446
YKR029C,1887,2,922,842,1230,1248,1118,1025,1170,1033,1323,842,1161,1131,1327,1174,1318,1437,1616,1392
CAGL0L03091g,1887,3,4962,4344,2930,2758,3343,4027,3935,3137,3947,4124,5250,3511,4193,3934,4560,3700,3810,5775
CAGL0G04499g,1887,4,5619,4970,1023,1042,505,575,687,627,739,871,1314,904,1508,1240,1792,1324,1522,2371
KLLA0F02882g,1887,5,2647,2635,1789,1649,1982,1863,1587,1701,2071,2005,2061,1673,1963,2011,1811,2746,1954,2172
YJL104W,1888,1,1094,1090,1407,1422,1601,1429,1382,1272,1417,1220,1205,1078,1104,1063,888,990,1148,924
CAGL0G04521g,1888,2,1430,1229,1566,1590,1468,1633,925,817,723,779,995,490,619,613,760,513,573,989
KLLA0F13860g,1888,3,749,833,2468,2007,1297,1105,633,792,830,672,862,714,785,859,856,1372,923,962
orf19.7222,1888,4,1093,1099,1419,1299,1832,1508,1401,957,1167,930,1047,1044,852,1091,965,1165,993,838
YJL103C,1889,1,250,212,755,842,443,357,410,344,580,440,734,697,925,765,1032,1061,1335,1000
CAGL0L03674g,1889,2,896,809,827,868,2324,2573,3087,2541,3018,3179,3725,2161,2617,2321,2898,2274,2788,4359
KLLA0F13904g,1889,3,532,547,210,148,1088,1082,930,1126,1171,1002,1164,1012,1129,1187,880,1335,874,899
orf19.4450,1889,4,184,206,535,530,668,581,519,368,422,326,364,343,256,295,303,297,316,303
YJL102W,1890,1,471,506,1316,1441,612,496,625,478,1038,764,1173,1242,1085,991,847,817,876,619
CAGL0L03652g,1890,2,587,468,607,577,1194,1501,1075,868,755,800,701,411,348,421,304,281,298,448
KLLA0F13992g,1890,3,782,892,1323,1258,1001,928,736,783,923,777,933,794,932,885,848,1227,891,1038
orf19.6208,1890,4,559,564,2005,1990,1503,1261,959,801,705,597,1014,812,747,881,820,900,845,780
YJL101C,1891,1,1422,1312,2438,2113,2262,1787,2222,1652,2923,1941,2616,2512,2927,2325,2862,2963,3486,2622
CAGL0L03630g,1891,2,10643,9407,6655,6264,12626,14004,21855,17228,19651,19163,22716,13247,13015,12687,14955,12955,13252,15845
KLLA0F14058g,1891,3,3875,4033,4536,4369,5546,5063,2743,3236,3024,2907,3002,2483,2938,2929,2937,4527,4054,4743
orf19.5059,1891,4,1751,1695,3493,3136,1604,1473,847,753,946,670,2121,1535,1524,1578,1791,1634,1608,1587
YJL100W,1892,1,496,436,980,1067,806,690,694,571,900,652,1038,981,1075,925,1217,1175,1246,1058
KLLA0F14080g,1892,2,772,966,481,492,860,868,715,861,1052,925,1089,903,1081,1074,1035,1479,1496,1578
orf19.2447,1892,3,910,978,1137,1218,1187,1079,1290,958,1211,1039,1251,963,827,856,802,838,625,712
YJL099W,1893,1,530,470,873,770,632,636,639,596,777,519,616,571,631,571,522,585,627,525
YKR027W,1893,2,1021,947,940,1015,1220,1166,1216,1030,1410,1154,1170,1110,1311,1180,948,1186,977,986
CAGL0L03608g,1893,3,1252,1247,1329,1149,1439,1589,1210,1058,999,1089,1036,764,806,860,979,829,781,1037
KLLA0F14102g,1893,4,1944,2220,1406,1225,2926,2899,2191,2535,2329,2117,2372,1887,2026,2095,1832,2374,1704,1794
orf19.5155,1893,5,1473,1483,1444,1472,1593,1443,1494,1190,1422,1068,1186,934,723,718,675,627,566,633
YBR082C,1894,1,5864,5356,9587,9781,7702,7204,7379,6860,9403,7424,8119,7635,8138,7571,6580,7065,6634,6837
YDR059C,1894,2,281,240,1004,1043,553,576,436,337,706,533,1146,1091,1699,1413,2675,2779,4705,3673
CAGL0E04752g,1894,3,13790,12186,13582,12455,6640,7270,4615,3721,3915,4254,3511,3010,3271,3412,3588,3158,2957,4753
KLLA0E12563g,1894,4,5738,6502,10536,9100,12828,11651,8510,9890,9418,7116,7757,6667,6307,6424,4748,7821,5034,5078
YJL098W,1895,1,1607,1500,387,422,2038,1674,2052,1909,1179,898,464,395,740,733,896,1016,1407,1104
YKR028W,1895,2,3180,2695,3341,3275,3386,2927,3167,2850,3607,2649,2597,2384,2616,2287,2377,2625,2866,2264
CAGL0L03586g,1895,3,3692,3457,4450,3898,1415,1583,1554,1313,1475,1603,2593,1433,2182,1915,2307,1916,2171,3271
KLLA0F14124g,1895,4,4868,5469,6438,5823,6218,5937,4134,4536,4446,3881,3485,2969,3022,3102,2532,3445,2715,3054
YJL097W,1896,1,1379,1223,1532,1520,1863,1698,1735,1724,2051,1574,1656,1612,1708,1695,1147,1402,1163,1174
CAGL0L03564g,1896,2,2373,1980,2029,2211,1833,1980,1640,1488,1614,1751,2610,1318,1907,1784,2046,1488,1665,2973
KLLA0F14146g,1896,3,998,991,906,837,1313,1198,1115,1215,1375,1192,1296,1150,1117,1195,937,1566,1090,1097
orf19.5156,1896,4,1284,1352,1731,1735,2140,1809,2044,1629,2259,1528,1699,1578,1137,1364,1213,1103,1107,1156
YJL096W,1897,1,538,505,986,1045,853,841,724,584,805,718,705,659,575,586,463,510,554,530
CAGL0L03542g,1897,2,957,763,982,1042,1167,1340,827,724,675,711,606,400,540,501,575,466,457,811
KLLA0F14168g,1897,3,972,1276,2904,2732,1275,961,636,697,807,662,749,602,691,645,639,1130,767,766
orf19.5161,1897,4,756,809,1458,1355,1977,1542,1562,1191,1324,931,864,778,572,627,544,543,583,527
YJL095W,1898,1,1253,966,1312,1225,1586,1567,1427,1352,1716,1099,1181,1132,1571,1454,1275,1424,1509,1462
CAGL0L03520g,1898,2,3028,2811,2466,2450,2523,2898,3128,2613,3010,3088,4265,2676,3450,2909,3452,3072,3181,4882
KLLA0F14190g,1898,3,1418,1509,1604,1441,2069,1950,1777,2089,2461,2230,2279,1928,1965,2048,1724,2511,1807,1952
orf19.5162,1898,4,1103,1279,1407,1426,1388,1237,1306,1076,1298,1039,1402,1068,1017,1071,1056,940,979,880
YJL094C,1899,1,1019,915,1412,1386,1282,1198,1193,1264,1678,1166,1496,1440,1663,1724,1563,1645,1788,1578
CAGL0L03498g,1899,2,1954,1678,1322,1346,2282,2533,2808,2272,2708,2853,3891,2501,3387,3030,3664,2961,3450,5467
KLLA0D06259g,1899,3,2228,2519,691,620,3679,3513,3148,3737,4025,3642,4645,3845,4221,4263,4040,5500,4357,4728
YJL093C,1900,1,1426,1284,1865,2084,1688,1476,1695,1587,1996,1617,2117,2082,2414,2090,2065,2217,2498,1978
CAGL0L03476g,1900,2,1272,1133,1481,1389,984,1205,1157,971,1261,1384,2110,1447,1863,1758,2032,1640,1724,2750
KLLA0F14212g,1900,3,327,352,529,516,516,499,616,694,1027,851,1191,989,1088,1103,917,1345,938,1073
orf19.4175,1900,4,536,585,1025,917,818,733,864,761,1050,896,1576,1169,1206,1406,1500,1472,1320,1296
YJL092W,1901,1,1394,1270,1155,1253,1099,1014,2029,1891,1848,1281,1501,1421,1862,1836,1200,1267,989,974
CAGL0L03454g,1901,2,1043,918,1052,1018,636,715,766,624,882,951,1757,1245,1617,1490,1533,1273,1177,1814
KLLA0F14234g,1901,3,417,473,717,584,841,757,825,904,1065,911,1008,781,926,852,844,925,590,648
orf19.5970,1901,4,870,882,967,957,904,838,929,744,909,744,939,629,557,627,506,582,532,568
YJL091C,1902,1,1050,917,1252,1225,1197,1108,1232,1087,1630,1367,1332,1357,1488,1391,1313,1253,1306,1445
CAGL0L03432g,1902,2,1631,1401,1510,1583,1468,1637,1365,1215,1218,1446,1677,1107,1433,1336,1513,1104,1248,1871
KLLA0F14278g,1902,3,959,1083,632,484,3021,2970,2983,3319,2588,2180,2352,2026,1814,1839,1441,2107,1187,1445
orf19.6884,1902,4,1001,1086,1120,1075,1375,1200,1326,1034,1210,982,967,889,646,711,675,685,656,656
YJL090C,1903,1,758,670,603,653,841,776,765,723,803,623,697,549,734,761,692,782,856,800
CAGL0L03410g,1903,2,1169,1030,1322,1116,911,1030,877,747,1238,1348,2371,1421,1865,1813,2005,1775,1588,2514
KLLA0F14300g,1903,3,266,305,440,415,568,559,565,645,621,513,613,553,578,535,473,686,429,429
orf19.1434,1903,4,763,827,974,990,646,617,546,471,576,440,645,532,450,500,471,460,418,438
YJL089W,1904,1,82,77,325,262,225,190,156,138,183,163,324,283,416,313,542,570,1039,679
CAGL0L03377g,1904,2,249,208,159,142,816,886,1372,1103,1555,1628,2148,1432,1544,1699,1751,1735,1686,2386
KLLA0F14322g,1904,3,186,203,76,62,393,389,493,551,587,511,832,726,843,902,831,1171,937,943
orf19.2808,1904,4,678,759,306,326,489,447,588,408,630,512,578,547,379,468,426,386,432,486
YBR083W,1905,1,1876,1759,3713,3722,3622,3620,2583,2609,3562,2413,2454,2316,2139,1945,983,1300,735,845
CAGL0F04081g,1905,2,257,210,249,187,174,203,389,309,448,484,684,541,592,527,606,600,708,968
CAGL0M01716g,1905,3,51,40,57,79,73,92,64,57,63,76,60,81,97,105,247,244,393,602
KLLA0E12497g,1905,4,1390,1041,1496,1298,2512,2415,976,1099,840,638,702,543,863,823,774,1314,1386,1124
orf19.5908,1905,5,704,733,549,678,832,716,946,638,839,725,863,737,567,689,570,466,574,580
YJL088W,1906,1,1815,1671,2259,2382,1906,1619,1035,1253,2080,1761,1143,951,883,855,1204,1242,1485,1315
CAGL0I10791g,1906,2,361,314,515,533,509,566,474,408,470,522,945,550,722,668,682,544,508,908
KLLA0F14366g,1906,3,1275,1472,5263,5155,2580,2409,2426,2855,2992,2574,3101,2416,2671,2739,2534,3677,2995,3099
orf19.5610,1906,4,889,826,372,381,104,95,211,144,850,590,1166,924,867,945,1330,1304,839,664
YJL087C,1907,1,913,833,570,610,1018,901,1019,855,857,610,478,444,501,487,455,577,746,598
CAGL0M03091g,1907,2,1277,997,1452,1508,450,495,500,439,510,567,1075,604,835,780,832,714,728,1158
KLLA0F14399g,1907,3,1092,1206,2422,2328,1554,1567,1113,1344,1583,1396,1814,1571,1643,1729,1668,2319,1623,1882
orf19.6511,1907,4,3539,3745,2509,2461,2081,1760,1402,1178,1265,1060,1746,1248,1307,1410,1192,1155,1090,1087
YJL085W,1908,1,773,775,1310,1262,1230,1079,1083,952,1338,968,1000,887,995,880,1008,1025,1187,1103
CAGL0M03113g,1908,2,1977,1609,1524,1502,2029,2399,2516,2157,2637,2832,3976,2262,3029,2736,3290,2498,2523,4507
KLLA0F14421g,1908,3,1251,1480,868,828,1956,1809,1576,1721,1757,1577,1870,1645,1618,1667,1431,2099,1585,1780
orf19.6512,1908,4,1169,1150,907,949,1268,1072,1471,1163,1541,1278,1487,1161,972,1049,1158,1067,994,1031
YJL084C,1909,1,957,877,1544,1519,1460,1297,1171,1002,1385,956,1282,1202,1813,1475,1824,1885,2607,1977
YKR021W,1909,2,974,839,1603,1549,1340,1211,1112,1077,1401,933,1517,1461,1637,1486,1689,1763,1869,1710
CAGL0M03135g,1909,3,1672,1412,2385,2102,4712,5303,5274,4510,4833,5096,5249,3934,5091,4560,5601,4871,5818,8129
CAGL0L02959g,1909,4,1737,1507,1748,1680,1735,1987,1795,1500,1927,1868,2869,1743,2268,2196,2742,2250,2532,3905
KLLA0F14443g,1909,5,1417,1364,1499,1485,2127,2145,1891,2256,2080,1896,2113,1719,1793,1944,1699,2445,1857,2028
orf19.5605,1909,6,1923,2175,1490,1515,1299,1244,1773,1446,1869,1623,2502,2198,2024,2263,2104,1999,1860,1946
YJL083W,1910,1,275,321,580,621,495,493,451,436,618,467,669,689,793,734,781,873,843,685
YKR019C,1910,2,441,433,477,448,636,583,553,556,615,400,516,476,648,569,762,834,975,831
CAGL0M03157g,1910,3,2421,2237,2393,2215,4990,5529,7441,6152,7460,7697,9901,6329,7451,6398,8648,7313,8110,12773
KLLA0D02222g,1910,4,576,692,467,377,1175,1116,1381,1573,2257,2139,2070,1769,1826,2023,1824,2242,1833,2020
orf19.6953,1910,5,1036,1127,1118,1133,1210,1032,1370,1130,1462,1271,1648,1390,1268,1296,1424,1347,1364,1436
YJL082W,1911,1,975,875,1732,1806,942,904,1005,887,1716,1072,1667,1486,2230,1906,2137,2609,2221,2196
YKR018C,1911,2,2800,2584,5703,5896,5254,4676,3873,3449,4878,3630,5981,5599,6586,6025,6742,6982,7672,5280
CAGL0M03179g,1911,3,2322,2123,1510,1578,4283,4937,5824,5140,5816,6339,7627,4103,5367,4443,5705,4451,5252,8530
CAGL0G03245g,1911,4,4778,4217,2649,2677,9767,11653,13236,10952,15298,15379,23553,11224,12501,10575,11261,9157,9109,15828
KLLA0D02244g,1911,5,3418,3729,2492,2327,5670,5303,4689,5326,5566,5133,5665,4461,4897,4878,4095,5682,4853,4840
orf19.7229,1911,6,3192,3212,1667,1745,2240,2158,3975,3354,3932,3205,2859,2300,1679,1820,1875,1778,1724,1854
YJL081C,1912,1,1995,1863,1962,2087,2365,2208,2447,2301,2610,2001,2125,1985,2209,1963,1746,1914,1921,1662
CAGL0M03201g,1912,2,1989,1721,1809,1819,1150,1313,1122,923,1142,1127,1828,1031,1387,1199,1466,1147,1151,1792
KLLA0D02288g,1912,3,1532,1697,1777,1682,2238,2164,1780,1999,2119,1855,1875,1512,1563,1660,1289,1582,1148,1239
orf19.5623,1912,4,1277,1311,1370,1466,1389,1114,1201,931,1151,875,1203,1044,772,924,1111,1006,1117,1067
YJL080C,1913,1,8836,7789,5252,6083,7018,6454,8197,7773,8257,5685,4242,3940,3743,3660,1843,2119,1768,1874
CAGL0M03223g,1913,2,15648,14173,13347,12775,17530,20319,15514,12857,10821,11375,15766,8031,10223,8713,9376,7873,7233,11572
KLLA0D02398g,1913,3,6002,6397,7255,6623,11003,10971,6527,7355,5537,4992,4701,3934,3910,3957,3426,4434,3222,3535
orf19.5281,1913,4,5681,6164,9148,9600,10618,9959,10143,7564,6856,5813,4738,3533,2381,2492,2116,1836,1737,2044
